Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,264.720001,266.970001,262.769989,262.950012,262.950012,102300
2018-11-02,266.160004,272.790009,265.820007,272.559998,272.559998,111200
2018-11-05,270.220001,270.450012,266.670013,270.070007,270.070007,81500
2018-11-06,271.01001,272.01001,268.570007,271.570007,271.570007,77800
2018-11-07,271.429993,273.790009,269.769989,270.450012,270.450012,119300
2018-11-08,274.880005,276.339996,272.070007,272.109985,272.109985,99200
2018-11-09,272.25,273.570007,270.850006,271.329987,271.329987,80900
2018-11-12,268.660004,272.269989,268.640015,271.570007,271.570007,78000
2018-11-13,267.029999,269.890015,264.630005,269.700012,269.700012,88300
2018-11-14,269.579987,270.01001,267.75,268.880005,268.880005,87300
2018-11-15,267.929993,271.690002,267.679993,271.540009,271.540009,74400
2018-11-16,272.950012,273.519989,271.059998,271.649994,271.649994,74600
2018-11-19,272.01001,274.049988,270.829987,272.309998,272.309998,75000
2018-11-20,268.540009,270.579987,268.540009,269.579987,269.579987,80900
2018-11-21,265.959991,268.48999,264.950012,268.269989,268.269989,81800
2018-11-22,268.51001,269.109985,267.149994,267.76001,267.76001,64400
2018-11-23,268.119995,268.540009,264.859985,266.329987,266.329987,58300
2018-11-26,266.429993,269.950012,266.410004,269.790009,269.790009,75600
2018-11-27,270.899994,272.470001,269.269989,272.079987,272.079987,71900
2018-11-28,272.640015,273.529999,271.350006,273.450012,273.450012,79800
2018-11-29,277.079987,277.540009,273.399994,274.160004,274.160004,80700
2018-11-30,274.529999,275.51001,270.880005,271.350006,271.350006,137500
2018-12-03,275.700012,276.980011,273.589996,276.179993,276.179993,89100
2018-12-04,275.079987,275.720001,272.029999,273.290009,273.290009,80800
2018-12-05,269.529999,272.380005,269.470001,271.48999,271.48999,75600
2018-12-06,270.179993,270.179993,266.609985,267.179993,267.179993,86100
2018-12-07,268.970001,269.660004,267.029999,268.279999,268.279999,68500
2018-12-10,264.549988,266.200012,263.630005,265.350006,265.350006,77300
2018-12-11,265.869995,265.98999,263.869995,264.690002,264.690002,70000
2018-12-12,266,268.839996,265.549988,268.470001,268.470001,83700
2018-12-13,269.070007,271.059998,268.220001,269.410004,269.410004,145100
2018-12-14,269.690002,269.690002,264.440002,265.549988,265.549988,99700
2018-12-17,265.809998,267.190002,265.410004,266.329987,266.329987,71500
2018-12-18,264.420013,266.829987,263.929993,265.179993,265.179993,90300
2018-12-19,266.019989,267.549988,265.26001,267.309998,267.309998,81800
2018-12-20,265.130005,266.339996,263.119995,264.809998,264.809998,81300
2018-12-21,263.660004,265.059998,263.149994,265.059998,265.059998,92600
2018-12-24,263.51001,265.089996,262.959991,264.450012,264.450012,62000
2018-12-26,261.089996,262.48999,259.350006,260.980011,260.980011,92500
2018-12-27,261.529999,261.709991,259.730011,260.570007,260.570007,84500
2018-12-28,261.609985,262.850006,261.269989,261.980011,261.980011,62700
2019-01-02,263.350006,263.769989,257.470001,258.230011,258.230011,69900
2019-01-03,258.190002,258.700012,255.350006,255.770004,255.770004,90500
2019-01-04,255.619995,258.119995,254.550003,257.890015,257.890015,91200
2019-01-07,261.109985,263.130005,260.76001,261.570007,261.570007,92300
2019-01-08,261.290009,262.429993,259.390015,259.649994,259.649994,86900
2019-01-09,260.950012,266.049988,260.869995,265.600006,265.600006,98700
2019-01-10,265.730011,266.850006,264.609985,265.549988,265.549988,99800
2019-01-11,266.579987,267.579987,265.559998,267.130005,267.130005,81100
2019-01-14,266.220001,266.700012,264.230011,264.98999,264.98999,74900
2019-01-15,265.619995,270.019989,265.369995,269.929993,269.929993,87200
2019-01-16,269.959991,271.279999,269.049988,271.230011,271.230011,100500
2019-01-17,271.660004,273.049988,270.809998,271.880005,271.880005,86700
2019-01-18,273.019989,273.950012,272.559998,273.880005,273.880005,79000
2019-01-21,274.98999,275.140015,272.290009,274,274,86500
2019-01-22,274.079987,274.600006,271.450012,272.709991,272.709991,68900
2019-01-23,271.350006,274.51001,271.029999,273.869995,273.869995,100000
2019-01-24,274.100006,276.640015,273.73999,276.609985,276.609985,132900
2019-01-25,277.299988,281.720001,277.040009,281.670013,281.670013,115500
2019-01-28,282.559998,283.459991,280.470001,281.640015,281.640015,96000
2019-01-29,281.119995,283,279.649994,283,283,130900
2019-01-30,282.859985,286.630005,282.23999,286.619995,286.619995,134700
2019-01-31,288.850006,288.869995,285.890015,285.890015,285.890015,153500
2019-02-01,287.070007,288.339996,285.429993,285.790009,285.790009,114600
2019-02-07,287.540009,287.670013,284.970001,285.649994,285.649994,100700
2019-02-08,283.850006,284.01001,280.950012,281.48999,281.48999,88700
2019-02-11,281.75,282.190002,280.019989,282.100006,282.100006,80000
2019-02-12,282.119995,284.320007,281.429993,283.690002,283.690002,92100
2019-02-13,285.089996,285.589996,284.130005,284.970001,284.970001,93300
2019-02-14,284.25,288.679993,282.910004,288.679993,288.679993,112400
2019-02-15,286.420013,286.420013,282.809998,283.980011,283.980011,77200
2019-02-18,285.600006,287.019989,284.640015,285.899994,285.899994,73500
2019-02-19,285.359985,286.119995,283.160004,284.910004,284.910004,62800
2019-02-20,286.549988,289.220001,286.209991,288.399994,288.399994,88600
2019-02-21,287.429993,289.279999,286.049988,288.410004,288.410004,88200
2019-02-22,287.290009,288.73999,286.540009,288.73999,288.73999,70300
2019-02-25,290.190002,290.320007,287.839996,289,289,73400
2019-02-26,288.519989,289.200012,287.059998,287.890015,287.890015,81300
2019-02-27,288.899994,289.410004,288.089996,288.76001,288.76001,72700
2019-02-28,288.130005,288.619995,283.799988,283.799988,283.799988,129100
2019-03-04,286.119995,286.679993,282.160004,282.51001,282.51001,107500
2019-03-05,281.420013,281.890015,279.529999,280.450012,280.450012,78800
2019-03-06,280.089996,280.26001,278.720001,279.850006,279.850006,75200
2019-03-07,279.329987,280.980011,277.440002,278.869995,278.869995,78600
2019-03-08,277.179993,278,274.839996,274.839996,274.839996,71600
2019-03-11,275.5,276.279999,273.880005,275.059998,275.059998,64800
2019-03-12,277.410004,278.480011,276.940002,277.730011,277.730011,64000
2019-03-13,276.920013,277.119995,274.040009,276,276,61500
2019-03-14,276.790009,277.399994,274.779999,276.640015,276.640015,95800
2019-03-15,276.420013,280.5,276.309998,279.869995,279.869995,123100
2019-03-18,280.269989,280.769989,278.920013,279.929993,279.929993,60900
2019-03-19,280.299988,280.399994,278.630005,279.820007,279.820007,55400
2019-03-20,278.839996,280.070007,276.339996,279.920013,279.920013,61200
2019-03-21,281.140015,284.390015,280.630005,282.380005,282.380005,97100
2019-03-22,283.920013,284.549988,282.089996,283.130005,283.130005,117700
2019-03-25,279.119995,279.209991,277.190002,277.450012,277.450012,77300
2019-03-26,278.429993,278.48999,276.910004,277.600006,277.600006,65800
2019-03-27,277.01001,278.160004,274.869995,277.279999,277.279999,67800
2019-03-28,275.019989,276.200012,273.899994,275.079987,275.079987,66900
2019-03-29,276.329987,277.01001,274.320007,276.480011,276.480011,82300
2019-04-01,278.410004,280.929993,278.410004,280.320007,280.320007,76700
2019-04-02,281.670013,282.470001,281,281.720001,281.720001,72200
2019-04-03,281.880005,285.649994,281.220001,285.649994,285.649994,91600
2019-04-04,285.290009,287.75,284.970001,286.149994,286.149994,73800
2019-04-05,286.029999,287.529999,285.929993,286.679993,286.679993,64900
2019-04-08,287.779999,287.829987,285.089996,286.380005,286.380005,64600
2019-04-09,286.51001,288.019989,285.380005,286.709991,286.709991,66200
2019-04-10,285.440002,288.01001,285.100006,287.920013,287.920013,75100
2019-04-11,288.329987,288.709991,286.380005,287.420013,287.420013,84700
2019-04-12,286.890015,288.619995,285.829987,288.369995,288.369995,69100
2019-04-15,289.540009,290.73999,289.119995,289.380005,289.380005,80400
2019-04-16,289.179993,290.76001,288.769989,290.619995,290.619995,96100
2019-04-17,290.679993,291.209991,289.839996,290.329987,290.329987,72700
2019-04-18,290.880005,291.149994,285.380005,285.820007,285.820007,89700
2019-04-19,287.179993,287.480011,285.720001,285.890015,285.890015,63900
2019-04-22,286.059998,287.589996,284.519989,285.869995,285.869995,55200
2019-04-23,285.850006,286.829987,285.420013,286.470001,286.470001,67400
2019-04-24,287.820007,287.820007,281.959991,283.700012,283.700012,88600
2019-04-25,282.799988,284.220001,281.899994,282.829987,282.829987,74600
2019-04-26,280.859985,282.470001,279.700012,281.339996,281.339996,76700
2019-04-29,282,286.790009,281.809998,286.790009,286.790009,67000
2019-04-30,286.25,286.589996,282.609985,284.920013,284.920013,78000
2019-05-02,283.369995,286.869995,283.140015,286.119995,286.119995,84200
2019-05-03,285.640015,285.950012,283.140015,283.670013,283.670013,67800
2019-05-07,280.890015,281.660004,278.950012,281.309998,281.309998,97700
2019-05-08,277.850006,281.839996,277.839996,280.149994,280.149994,75000
2019-05-09,278.829987,279.630005,271,271,271,124000
2019-05-10,273.369995,274.320007,269.709991,272.059998,272.059998,89400
2019-05-13,269.799988,271.540009,268.549988,268.720001,268.720001,66900
2019-05-14,266.029999,270.420013,265.549988,268.570007,268.570007,82200
2019-05-15,268.420013,271,267.619995,269.640015,269.640015,77000
2019-05-16,269.829987,269.959991,265.23999,265.98999,265.98999,76000
2019-05-17,267.850006,268.059998,263.940002,264.350006,264.350006,75100
2019-05-20,265.899994,267.649994,264.329987,264.959991,264.959991,64200
2019-05-21,265.25,268.549988,264.790009,266.119995,266.119995,81000
2019-05-22,267.01001,267.600006,263.950012,266.649994,266.649994,61700
2019-05-23,266.399994,267.119995,264.5,266.380005,266.380005,71700
2019-05-24,264.700012,266.109985,263.100006,264.420013,264.420013,67200
2019-05-27,264.179993,265.850006,263.170013,264.399994,264.399994,53100
2019-05-28,264.380005,266.160004,263.269989,264.700012,264.700012,147300
2019-05-29,264.100006,264.100006,260.220001,261.369995,261.369995,82800
2019-05-30,261.579987,264.230011,261.579987,263.929993,263.929993,70300
2019-05-31,262.480011,265.209991,261.529999,263.890015,263.890015,77800
2019-06-03,262.679993,268.549988,262.329987,268.160004,268.160004,83600
2019-06-04,267.839996,268.470001,266.720001,267.660004,267.660004,70300
2019-06-05,270.100006,270.459991,267.459991,267.98999,267.98999,67500
2019-06-07,267.970001,269.630005,266.269989,268.269989,268.269989,68000
2019-06-10,270.320007,272.200012,268.679993,272.100006,272.100006,60900
2019-06-11,271.480011,273.690002,271.23999,273.209991,273.209991,61200
2019-06-12,273.140015,274.320007,272,272.73999,272.73999,66900
2019-06-13,271.959991,272.459991,268.380005,271.130005,271.130005,95800
2019-06-14,270.190002,271.549988,268.959991,270.480011,270.480011,66700
2019-06-17,269.829987,271.589996,269.140015,270.089996,270.089996,57100
2019-06-18,269.769989,271.869995,269.769989,271.359985,271.359985,65700
2019-06-19,274.399994,275.600006,274.079987,275.309998,275.309998,69700
2019-06-20,274.630005,276.089996,274.429993,276.01001,276.01001,55300
2019-06-21,276.170013,276.26001,274.600006,275.480011,275.480011,77300
2019-06-24,275.910004,276.730011,275.130005,275.579987,275.579987,55500
2019-06-25,275.329987,277.019989,274.190002,275.279999,275.279999,60500
2019-06-26,275.209991,276.359985,274.660004,275.529999,275.529999,58800
2019-06-27,275.470001,278.630005,275.089996,277.75,277.75,66300
2019-06-28,278.029999,278.559998,276.579987,277.5,277.5,67600
2019-07-01,279.589996,279.679993,276.850006,277.269989,277.269989,72126300
2019-07-02,275.970001,275.970001,275.970001,275.970001,275.970001,0
2019-07-03,272.369995,272.369995,272.369995,272.369995,272.369995,0
2019-07-04,273.179993,274.609985,271.929993,274.540009,274.540009,77523000
2019-07-05,274.73999,275.230011,272.410004,274.350006,274.350006,58221300
2019-07-08,268.549988,268.549988,268.549988,268.549988,268.549988,0
2019-07-09,267.720001,267.720001,267.720001,267.720001,267.720001,0
2019-07-10,268.75,268.75,268.75,268.75,268.75,0
2019-07-11,271.779999,271.779999,271.779999,271.779999,271.779999,0
2019-07-12,272.209991,273.230011,271.279999,272.679993,272.679993,54000
2019-07-15,272.640015,272.640015,272.640015,272.640015,272.640015,0
2019-07-16,274.049988,274.049988,274.049988,274.049988,274.049988,0
2019-07-17,271.480011,271.480011,271.480011,271.480011,271.480011,0
2019-07-18,270.670013,270.670013,270.670013,270.670013,270.670013,0
2019-07-19,272.709991,274.950012,272.209991,274.549988,274.549988,85300
2019-07-22,273.899994,275.350006,273.570007,274.549988,274.549988,59000
2019-07-23,274.929993,276.559998,274.839996,275.920013,275.920013,92200
2019-07-24,275.119995,276.480011,272.910004,273.220001,273.220001,81759400
2019-07-25,274.079987,274.619995,271.25,273.040009,273.040009,92783400
2019-07-26,271.410004,272.559998,270.570007,272.25,272.25,100
2019-07-29,271.209991,271.910004,267.070007,267.75,267.75,100
2019-07-30,268.690002,269.790009,268.329987,268.950012,268.950012,100
2019-07-31,268.459991,269.140015,265,266.339996,266.339996,100
2019-08-01,264.970001,267.440002,264.470001,265.730011,265.730011,100
2019-08-02,262.609985,263.940002,261.75,262.98999,262.98999,100
2019-08-05,261.100006,261.399994,256.76001,257.190002,257.190002,100
2019-08-06,250.850006,257.040009,250.240005,253.410004,253.410004,100
2019-08-07,254.460007,254.899994,251.080002,252,252,100
2019-08-08,254.110001,255.330002,252.369995,252.399994,252.399994,200
2019-08-09,255.130005,256.149994,254.410004,254.850006,254.850006,100
2019-08-12,255.570007,256.429993,254.429993,255.350006,255.350006,100
2019-08-13,253.5,254.580002,252.630005,252.830002,252.830002,100
2019-08-14,255.839996,256.820007,254.589996,254.860001,254.860001,100
2019-08-16,252.759995,253.940002,251.460007,253.899994,253.899994,100
2019-08-19,255.199997,255.839996,254.25,255.110001,255.110001,100
2019-08-20,255.529999,258.619995,254.740005,258.049988,258.049988,100
2019-08-21,257.149994,259.48999,257.109985,258.380005,258.380005,100
2019-08-22,258.529999,258.730011,256.25,256.279999,256.279999,100
2019-08-23,255.110001,256.880005,254.910004,256.109985,256.109985,100
2019-08-26,251.800003,253.139999,250.990005,252.190002,252.190002,100
2019-08-27,253.740005,254.960007,252.529999,253.5,253.5,100
2019-08-28,254.199997,255.979996,253.649994,255.529999,255.529999,100
2019-08-29,255.679993,256.279999,253.600006,254.309998,254.309998,100
2019-08-30,256.850006,259.609985,256.720001,259,259,100
2019-09-02,259.079987,259.079987,259.079987,259.079987,259.079987,0
2019-09-03,258.549988,259.670013,257.399994,258.25,258.25,100
2019-09-04,257.890015,261.690002,257.76001,261.690002,261.690002,100
2019-09-05,262.529999,266,262.269989,264.440002,264.440002,100
2019-09-06,266.200012,266.359985,264.73999,265.529999,265.529999,100
2019-09-09,266.109985,268.670013,265.920013,267.399994,267.399994,100
2019-09-10,267.959991,269.130005,267.350006,268.76001,268.76001,100
2019-09-11,270.350006,271.350006,269.579987,270.839996,270.839996,100
2019-09-16,271.480011,272.029999,269.589996,272.019989,272.019989,100
2019-09-17,271.459991,272.26001,270.899994,271.679993,271.679993,100
2019-09-18,271.880005,273.720001,271.040009,273.059998,273.059998,100
2019-09-19,273.109985,276.149994,273.029999,274.920013,274.920013,100
2019-09-20,275.01001,276.670013,274.459991,276.440002,276.440002,100
2019-09-23,275.859985,277.109985,275.640015,276.649994,276.649994,100
2019-09-24,276.410004,278.170013,275.549988,277.970001,277.970001,100
2019-09-25,276.670013,277.040009,274.119995,274.420013,274.420013,100
2019-09-26,275.609985,276.380005,273.5,274.890015,274.890015,100
2019-09-27,273.320007,273.399994,270.519989,271.329987,271.329987,100
2019-09-30,270.609985,273.850006,270.059998,273.549988,273.549988,100
2019-10-01,273.429993,275.380005,272.809998,274.420013,274.420013,100
2019-10-02,272.390015,272.420013,268.549988,268.549988,268.549988,100
2019-10-04,268.140015,270.160004,267.390015,267.390015,267.390015,100
2019-10-07,269.119995,269.75,266.829987,267.670013,267.670013,100
2019-10-08,268.899994,271.51001,267.970001,271.359985,271.359985,100
