,Date,Close,기사날짜,기사제목,EMA
505,2020-11-18,64800,2020.11.17,"['쿠팡  고용 빅3  삼성전자·현대차 이어 3위', '삼성전자 그만두고  꿈찾아 베스트셀러 작가됐죠', '조선호텔  삼성전자와 손잡고 럭셔리 스마트호텔 만든다', ' 탄소 뉴딜지수  쾌조의 출발 삼성전자 올라타며 1 9 올라', '외국인도 산 고배당株  나도 사볼까', '쿠팡 고용  삼성전자·현대차 이어 빅3', '하이닉스 23 상승  하나금융 20 상승  삼성전자 16 상승    큰손’ 외국인 복귀에 쑥쑥 오르네', '美에 백기  화웨이  중저가폰 손뗀다', '삼성 vs  LG  이번에는 인테리어 가전 놓고 맞붙었다', '신세계조선호텔 삼성전자 MOU', '화웨이  중저가폰  아너  매각 1등 경쟁 포기', ' 탄소중립  제조업엔 치명타 정부 지원 없으면 문 닫아야 ', '중국  반도체 굴기  상징 칭화유니 디폴트 위기', '로펌·기업 출신 판사  후관예우  막는다']",61477
506,2020-11-19,64600,2020.11.18,"['삼성전자  3나노 반도체 2022년 양산 ', '30  수수료 고집하던 구글도 인하 저울질', '상장사 3분기 영업이익 27  늘었다', ' 삼성폰에 OS탑재 갑질  공정위  구글에 칼뺐다', '코로나 억눌렸던 소비 회복 상장사 10곳중 6곳 실적전망 웃돌아', ' 4분기도 깜짝실적 기대  연간실적 플러스 돌아설 듯', '연말  특별배당’ 받아볼까  삼성전자보다 더 뛴 우선주', '삼성전자  외부 스타트업 18개 선정  1년간 지원', '코로나 직격탄 맞았던 쇼핑·자동차·철강 회복세  뚜렷   상장사 3분기 실적개선 ', ' 또 셧다운될라  대기업 생산현장 비상  자체 2단계 방역 가동  코로나 3차 대유행 위기 ', '디지털 신분증에 구독경제까지  카카오는 영토 확장 중', '상장사 영업익  삼성전자 빼고도 15  늘었다', '안강건설·삼성전자  차세대 스마트홈 구축', '최고가 찍은 삼성전자 특별배당 가능성 커진다', '자사 운영체제 탑재 강요 공정위  구글 제재 착수', '북미 시스템반도체 스타트업에 삼성·SK·LG가 투자한 까닭', '81일 만에 300명대 신규 확진 코로나  겨울 대유행  본격화', ' 기고  경제 회복의 첨병  K반도체 ']",61774
507,2020-11-20,64700,2020.11.19,"['이재용  사회에 희망주는 기업되자 ', '투자자예탁금 사상최대 65조 코스피 연이틀 연고점 경신', ' MK라씨로  잇단 개발 소식에 백신 관련주로 투자자 몰려', ' 올해의 금형인  박순황 대표', '올 파운드리 시장 24  성장  TSMC 삼성  2강체제 ', '이재용  선대의  사업보국  계승 ', '이재용  기업은 늘 국민에 도움 돼야 선대 회장 사업보국 정신 계승하자 ', ' 국채만큼 우량한 KT amp;G  배당매력도 봐라 ', '소재·부품·장비 스타트업에 대기업들 잇단  러브콜 ', '中企와 손잡은 스타트업  연 100억  수입대체 ', '남자들의 파라다이스  스트롤  에 가봤습니다', '김상규 커니 파트너  성장 한계 넘으려면 오픈 플랫폼 활용하라']",62053
508,2020-11-23,67500,2020.11.22,"['삼성 냉장고 10대중 7대  비스포크  팔려', '주부의 로망   비스포크 주방가전 으로 이룬다', 'SKT 삼성 차세대 클라우드 코어망 개발', '파산으로 끝난 中반도체 굴기', '170兆 한국판 뉴딜 수혜주 우량 금융·기술주로 안정적 수익  이런 펀드 어때요  ', ' 박사방’ 조주빈 1심 선고  재산허위 공표 김홍걸 의원 첫 공판  이주의 재판 일정 ', '비스포크 인기 삼성 식기세척기 매출 280 상승', '고급품 시장선 더 강한 삼성 파운드리  내년 시장 점유율 40  ', '바이오 투자유망 1위는 삼바 2위엔 오스코텍  깜짝  선정', '로펌도 기업도 앞다퉈 찾는다 위상 달라진  사내변호사 ', '가파르게 오른 코스피 소외받았던  성장 가치주  주목할 때', '클라우드 서비스 품질 높이는 SK텔레콤']",62572
509,2020-11-24,67700,2020.11.23,"['BBIG 코스피 반등 이끌고 삼성전자가  새 역사  축포 쐈다', '키움자산운용  삼성전자·LG화학 코스피 우량주 선별', '특검  삼성 준법위 진정성 의심된다 ', '이인영  재계 만나  남북경협 조기재개 가능 ', '외국인 韓수출주 쓸어담았다 코스피 사상최고', ' 부동산 투자금  골디락스 증시 향할것  힘실리는  코스피 3000 ', '시총 톱10 포스코 빠지고 카카오 진입', '내년 바이든 부양책 펼치면 美증시보다 한국이 더 좋을것', ' 투자프레임 4 0  내년도  바이 코리아  기대감 커진다', '한화자산운용  JP모건서 위탁운용 40 는 IT株 베팅', ' 삼성전자의 위력’ 시총 400조  2 12위 기업 합친것과 맞먹어', '이인영  4대그룹 불러  남북 경협 준비하라 ', '대기업 재택근무 다시 확대', 'LG vs 삼성  롤러블폰  선점 경쟁', '삼성  미주 1위’· LG  국내 1위’   쌍끌이 매출’로 승승장구', '1145P 올 코스피 최고·최저 격차   1조7천억 동학개미 하루 매수 최대  코스피 2602 사상최고 ', '또 법정 간 재계 1위 총수', '삼성전자 시총 100조씩 불어날 때마다 엘피다·소니·노키아 등 기존강자  낙오 ', '삼성·LG  미니 LED TV  엇갈린 시선', '돌돌 말고 쓱 펼치고 내년 대세는  롤러블폰 ', '반도체가 이끄는  학익진 상승랠리   내년 코스피 3000 간다 ', '공장설비도 레고처럼  뗐다 붙였다  바스프·바이엘  핵심장비 규격화', '코로나 뚫고 2600 돌파 코스피 사상 최고', '시스템 반도체 다크호스로 떠오른 파두·모빌린트', ' 中 반도체 굴기  거품 꺼지자 국산 소·부·장株 재평가', '서학개미가 달라졌다 中·日 종목도  베팅 ', '세계 4 5억건  특허 빅데이터  분석 韓 수소산업·2차전지 항로 찾다']",63060
510,2020-11-25,66600,2020.11.24,"['삼성전자  사랑의열매와 비영리단체 40곳 돕는다', '삼성전자  톈진 연구소 청산 공장이어 R amp;D거점도 中철수', '韓 TV 3분기 글로벌 점유율 35   역대급 ', 'LG 빅3 주가 82  급등  현대차 시총 추월', '美증시 테슬라 질주에 LG화학·삼성SDI  韓랠리  이끌었다', ' 충무로에서  카뱅엔 있고 4대은행엔 없는 것', ' 기능인 적극 고용’ 삼성전자  산업인력공단 감사패', '삼성·LG  TV시장 왕좌  중국서 탈환', '코로나에 실적 줄었지만  배당 더 늘리는 기업들', 'BBIG 주도 증시  가치주로 흐름 바뀌나', '코스피 더 간다는데  개미는 곱버스 베팅', ' 집콕 에 더 잘나간 삼성 TV 세계 점유율 역대 최고', '이재용 부회장  기술경영 중시  기능대회 14년 후원에 감사패', 'LS  3세 경영  돌입 구본혁·본규·동휘 전면에', '삼성 갤럭시S21  中 이어 인도 정부 인증', ' 가상화폐 안다고 방심 땐 당한다  부정거래 막는 웁살라시큐리티', '기업 1만 곳 둥지 튼 경기 화성시  지자체 경쟁력 1위']",63397
511,2020-11-26,68000,2020.11.25,"['정은승 삼성전자 사장  전자공학대상 수상', ' 분양현장 NOW  브리티시 고덕  평택에  영국 테마  초대형 상업시설 들어서', 'SKT  서버용 AI반도체 첫 공개 文  최초예요  고생하셨습니다 ', '이젠 CEO도 AI로 무장  관리자도 데이터 알아야 품질결함 잡죠 ', ' 공기업 혁신경영  멈추지 않는  혁신 심장  공기업  저탄소 친환경 시대 앞장', '정은승 삼성전자 사장  대한전자공학대상 수상', '신동빈 만난 정의선  미래차 소재 동맹’  車 케미칼 시너지  5대그룹 총수 모두 만난 정의선 ', 'SKT  AI 반도체  사피온  공개 인텔에 도전', '정은승 사장  대한전자공학대상 ', '한국 증시로 향하는 글로벌 자금 이달에만 7조원 샀다', ' 인건비 낮춰야 생존  은행  인력 재편  급물살']",63835
512,2020-11-27,68200,2020.11.26,"['파운드리 성패가 반도체 승자 가를 것', ' Math in Biz  숫자 첫번째 자리에 규칙이  회계부정 잡아낸  벤포드의 법칙 ', ' MK라씨로  반도체 장밋빛 전망에 SK하이닉스 목표가 14만원', '너무 올랐나  삼성그룹펀드 환매러시', '삼성  변화보단  안정  현대차  대대적 쇄신 SK  ESG 경영  속도']",64251
513,2020-11-30,66700,2020.11.29,"['삼성家 아시아 부호 가문 랭킹 5위에', '전자공학대상 받은 정은승 사장  파운드리로 세상바꾸는데 일조 ', '쿠팡·롯데·SSG닷컴 연말대목 빠른 배송  승부 ', '코스피 상장사 167곳 4분기 영업익 60  증가', '가전업계  라방 도 접수  삼성 무선청소기 등  조기 완판 ', '불붙은 대형주  신고가 랠리   외국인 쇼핑은 계속된다', '돈 넘쳐나는데  소비 줄고 일자리 사라졌다', ' 그랜드 조선’ 부산·제주 찍고 서울로   내년까지 새로운 호텔 5개 선보인다', 'TSMC보다 높게 삼성  파운드리  적층  승부', '롤러블폰 시대 열린다 中서 뜨는 코오롱인더 투명 필름']",64484
514,2020-12-01,67800,2020.11.30,"['삼성전자·기아차 광주공장 6명 확진 잇단 조업중단', '가전은  진화중  식중독·곰팡이 걱정마세요', '외국인 2 4조 매도 신기록에 개미 사상최대 매수 맞불', '대한전자공학회장에 공준진 삼성전자 마스터 선출', '삼성전자·기아차 공장도  코로나 스톱’  수출마저 발목잡나  코로나 확산에 산업현장 비상 ', '갤S21  블록체인 파일공유’ 관심 집중', '삼성전자  갤럭시노트20   S펜·초광대역통신 통해 연결성 극대화', '삼성전자  폐수 재활용해 반도체 생산 TV 상자→반려묘 집  업사이클링 ', '3분기 TV시장  삼성·LG가 절반 가져갔다', '스마트폰도  대대익선  6인치 이상이 대세', ' 탄소중립 시대  성큼성큼 발 빠르게 움직이는 기업들', '충남도  온라인 구매상담회 참가中企 모집']",64800
515,2020-12-02,69500,2020.12.01,"['이재용의  통큰 동행  이웃사랑 500억 쾌척', '삼성 대규모 세대교체 인사 임박', ' 내년 반도체 활황 D램 20   낸드 30  성장 ', '삼성  차세대 V낸드에  더블스택  적용 ', '삼성스마트폰 신흥시장 왕좌 탈환', '이재용이 키운 디지털 인재  필드 서 뛴다', '신한銀 디지털 혁신단 설립  외부 인재 영입', '대기업 곳간에 쌓은 현금 28兆  연말 배당 기대감 커진다', ' 마땅히 사회와 나눠야  이재용  동행경영’ 연말 한파 녹인다', '디자인진흥원   아이어워즈  콘텐츠 이노베이션 대상', '삼성  부사장급 대폭  물갈이   CEO 빅3  유임될 듯', '삼성  연말 이웃사랑 성금 500억 기탁', '낸드 투자 확 늘리는 삼성  기술장벽  더 높이 쌓는다', '성장 가치주 양날개  차·화·반 시대  온다', '폰 떨림보정 부품이 효자 자화전자  신고가', ' 국대급  AI 반도체 개발자들  리벨리온으로 뭉쳤다', ' 미니 LED TV  상용화 루멘스·서울바이오 주목', ' 천자 칼럼   김치 주권 과  김치 르네상스 ', '초정밀 노즐 기술로  얇은 전자회로  제작 엔젯  첨단 반도체·디스플레이 시장 공략']",65248
516,2020-12-03,69700,2020.12.02,"['자고나면 코스피  사상 최고  삼성전자 7만원 턱밑', '삼성  메모리·파운드리 수장 동시교체 반도체 초격차 고삐 죈다', '이재용의 뉴삼성  50대 젊은피  쇄신', '디스플레이 대표 최주선  SDS는 황성우', '산재 발생땐 사업주 처벌  재계  몽둥이질보다 예방을 ', '이재용 회장취임 보류 내년초 주총서 윤곽', ' 반도체시장 내년 8  성장 ', '열린 사고·글로벌 감각 포스트 코로나 젊은 한상이 뛴다', ' 클라우드  디지털 혁신이 살길 IBM  산업용 클라우드  올 220억弗 매출', '삼성전자 가전 출신 첫 사장 메모리 · 파운드리 수장 교체', '삼성전자 주가 10만원 고지 넘나', ' 삼성전자 7만원   경제  반도체發 훈풍 분다', ' 인사  삼성전자 外', '삼성SDS 황성우 신임 대표이사 내정  삼성 사장단 인사 ', 'CEO 유임  사업부장 교체  안정 속 쇄신’ 반도체는 50대 발탁  삼성 사장단 인사 ', '부사장 이하 큰폭 교체 예고  전장사업팀에도 변화  삼성 사장단 인사 ', '화웨이發 뜻밖의 호재로 D램값 꿈틀  내년 슈퍼사이클 온다   반도체 다시 날개 ', '설정액 1000억원 깨진 통일펀드', ' 9년째 부회장’ 이재용  회장직보다 사내이사 복귀가 우선', '최고가 경신한 삼성전자 9兆 특별배당 기대감', '경기 회복기 투자전략 삼성전자는  롱  TSMC는  쇼트 ', '삼성 반도체 세대교체 인사', '안정 속 혁신 택한 이재용 미래 건 반도체·디스플레이  핀셋 인사 ', ' D램 슈퍼사이클 온다  SK하이닉스 급등', '가전 출신 첫 사장 이재승 비스포크  돌풍의 주역 ', '코스피  시총 빅3  최고가 행진 빚내 하락에 베팅한 개미들  울상 ', ' 반도체 초격차  메모리·파운드리 수장 동시교체  CTO도 부활', ' AI가 산업을 바꾼다 국가 프로젝트 절실한 시점 ', '마이다스미소중소형주 펀드  성장성 높은 중소형주 투자 올 수익률 45 ', '애플도  접는 폰   폴더블株  벌떡 일어설까', 'TV·냉장고  집콕 특수 ']",65672
517,2020-12-04,71500,2020.12.03,"['삼성전자  디지털 지속가능 기업  글로벌 10위', ' 7만전자  찍은 날  코스닥도 900 넘었다', '내년초 원화값 1040원 갈수도 수출기업  초비상 ', ' 포토  고3 수험생 잡아라', '엔씨캠  반도체 3D 낸드분야 핵심기업 3년새 생산량 3배  매출 2배로', '진옥동의  파격 인재경영’  디지털 전환 위해 규정도 바꿨다', '한국 수출  대약진  7년내 일본 넘는다', '알뜰폰업계  고맙다  아이폰12 ', '삼성전자  디지털 포용성  세계 10위', '삼성전자  7만전자  터치', ' 단독  삼성 임원 탈락기준은  나이  사장 60년생  부사장 62년생  전무 64년생', '최주선  삼성디스플레이  퀀텀닷 시대로 다음주 시제품 생산 ', '스마트폰 카메라 부품株  뜀박질 ', ' 10년전 아이폰과 빼닮은 전기차 내년 주도주 될 것 ']",66227
518,2020-12-07,72900,2020.12.06,"[' 단독  삼성전자 내년에 박사급 인재 올해보다 더 뽑는다', '7년만에 휴대폰 반전 노리는 LG  롤러블폰 ', '코스피 뛰는데 개미는 연일 곱버스 베팅', '출시전부터 줄서는 충성고객 경쟁제품 헐뜯으며 대리전도', '코스피 시총 톱10 비중 48  865조로 2005년이후 최고 수준', '사치품서 필수품으로  3新가전  일상이 됐다', '삼성전자  내년  포스트 코로나  전략 짠다', '  9만전자’ 14만닉스’ 충분   시총 빅5 목표가 더 올랐다', '백신 기대에 증시 상승랠리   단기급등 차익 매물 우려도  주간 증시 전망 ', '내집마련은  이생망   주식대박 좇는 20대', '삼성전자  북미·동남아·아프리카 총괄 바꾼다', '中  연봉 10배 줄테니 와라 한국 밟고 OLED 종주국 될 것 ', 'N3N  세계 유일 영상전송기술 구현', '테슬라·니오  지금 사자니 무섭高 지켜 보자니 괴롭苦', ' 환율 1130원대가 손익분기점 인데 원화 강세에 속 타는 수출기업', ' 한상춘의 국제경제 읽기   소로스·버핏 가설 로 본 한국 증시 전망', '전경련·경총 목소리 약해지자  최태원 등판론  부상에 결심 굳힌 듯']",66862
519,2020-12-08,71700,2020.12.07,"[' 삼성 3 0  본격화 준법경영 뿌리내린다', '강일원  삼성 준법감시위 지속성 긍정적 ', '로켓배송 뒤엔 물류거물  ESR 켄달스퀘어 가 있다', '박능후  내주 하루 1000명 이상 확진 가능성 ', '외국인·개미 번갈아 구원투수 코스피 랠리 이어간다', '올 최고 딜은  인텔 낸드 인수  최태원  내년 M amp;A도 이끈다', '잘나가는  HIGH닉스  증권가  더 간다 ', ' 매경시평  소달구지와 제트비행기', ' 기자24시  상승장서 성공한 개미되려면', ' 삼성 준법감시위  지속가능성 긍정적   이재용  감형될까', '스마트 허브 넣은 삼성 모니터  인터넷·OTT 시청·원격 접속 다 되네', 'LG화학 뺀 시총 상위 5종목  신고가 ', 'SK하이닉스  176단 낸드 개발  내년  진검승부’ 겨룬다', '내년 사상 첫  온라인 CES’  삼성·LG  비즈니스 극대화  고심’', '언택트가 바꾼 집안  홈프로젝터가 돌아왔다', 'RF 사업기술 독보적  자일링스·노키아 등이 인정  수출 한국 이끄는 ICT 강소기업 ', '삼성전자 체외진단기기 사업  국내 바이오회사에 이전한다', '대주주  개별 3 룰  적용해도 삼성전자 17 7   표 대결서 여전히 불리', 'SK하이닉스도 최고층  176단 낸드  쌓았다', '3社 드럼세탁기 비교 삼성 세탁시간 짧고  LG 전력소비량 적어', ' 시론   코로나 1년  통계로 본 한국 경제', ' 사설  기업  세대교체  거센 바람 정치판은  그 나물에 그 밥 ']",67323
520,2020-12-09,73900,2020.12.08,"['삼성 60대 CEO 대거 용퇴 50대 현장전문가로 세대교체', '한국 반도체株  외국인자금 업고 더 달린다', '수출 이끈 금탑산업훈장 5인', '코스피 더 간다는 외국계들 JP모건  내년 3200선 전망 ', '삼성  코로나 재택근무 확대   3단계땐 컨틴전시 플랜 가동 ', '김범수 주식재산 두 배 오를 때 서경배는 1兆 증발', '삼성·LG 뛰어들자 틈새가전 中企 벌벌  훨훨 ', '삼성 준법감시委에  엇갈린 평가 ', '삼성 美 파운드리 증설하나 오스틴 공장 인근 부지 매입', ' 빅3 신산업  다크호스로 뜬 벤처', '우리집 겨울용품  마음까지 데워줘요', '3 3m 초대형 스크린·4K 초고화질  더 프리미어 로 홈시네마 즐긴다', '삼바 대표 9년 만에 교체 존 림 사장 선임', '로봇이 내려준 커피  비대면 입맛  잡았다', ' 내년 코스피 3200 간다  JP모간  한국 시장 전망 보고서', 'BBIG  급등장에서  엇갈린 행보 ', '삼바 세계 1위 CMO 만들고 김태한 사장 용퇴', '우유 넘어 국민영양식 저출산 타격 매일유업을  1등 기업 으로', '삼겹살 냄새 잡고 세균 99  제거 외출 후  에어드레서  하세요', '현금 넘치는 美 빅테크들  미래 선점  애플  AI·VR 스타트업 올해 6개 인수', ' 사설  中의 첨단기술 인재 빼가기 美·日 수준 대응책 세워야']",67949
521,2020-12-10,72900,2020.12.09,"['삼성전자서비스  고객이 원하는 그 이상 차별화된 응대', ' 단독  삼성  반도체 전략마케팅실장 전원교체', '가전 끌고 전장 밀고 LG전자 10만원 눈앞', '미래 삼성 이끌 CEO 후보군 서울대·이공계 출신·50대男', '개미 고배당  外人 차화반 연말투자 계획이 다 있구나', '하루 쉬고 다시 달린 코스피  네 마녀의 날  심술 이길까', '비대면 시대 이어준  든든한 콜센터  고객만족 기업가치 커졌네', '기흥 테라타워  연면적 17만㎡ 지상 1층부터 8층까지 차량으로 화물 운송 가능', '삼성·현대차 등 500곳 3 룰 타격   기업사냥꾼 먹잇감 될것   경제3법 수정 통과 ', ' 파죽지세’ SK하이닉스   시총 100조’ 코앞까지 왔다', '스마트폰 터치로 증명서 발급  SKT  공채합격자에 첫 적용', '해동학술상에 김선욱 고려대 교수', ' 단독  삼성  D램 라인 바꿔 이미지센서 생산  세계 1위  소니 잡는다', ' 민간기업 성과급은 평균임금 아니다 ', ' 외국인 대량 매도 매수 신호  스마트 개미들의 필승전략']",68421
522,2020-12-11,73400,2020.12.10,"['이 세상 기술 다 넣었다 삼성TV  화질 끝판왕  등장', ' 네 마녀  심술부린 날 동학개미 9천억 줍줍', '800만개 RGB 소자  자체발광   TV 아닌 실물 보는 것 같다   삼성  양산형 마이크로LED TV 출시 ', '삼성디스플레이 400명 반도체로 이동  퀀텀닷 대전환 신호탄', '내달 출시 갤럭시S21  직접 만든  두뇌  넣는다', '내년 실적도 장밋빛 달리는 코스피', ' 부음  정광호씨 外', '1 7억짜리 삼성 마이크로 LED TV  화질 끝판왕 ', ' 15일까지 기다려 달라  삼성  유튜브에 AP 출시 예고영상', ' 데스크 칼럼   기업할 자유  공약하지 않았나', '美 정부  페이스북 反독점 제소  인스타·와츠앱 팔아라 ', '마오타이酒 담보로 은행 대출도  에르메스와 닮은 마케팅 전술']",68895
523,2020-12-14,73800,2020.12.13,"['힘세진 개미  거래대금 70  차지 테마주 대신 우량주 담았다', '연말 주목받는 배당株 투자   예상 수익률 5 6 ', '2030 너도 나도 주식투자 개인 계좌개설 올들어 4배', '故이건희 회장 49재 마쳐 홀로서기 나선 이재용', ' 부음  이근환씨 별세', '삼성  비스포크’ 디자인권 확보  글로벌 가전 생태계 구축', '코스피 배당금 올해 43  증가  5  넘는 고배당株 16개', '12월이면 던졌던 개미  올해는 잊어라', '삼성전기  글로벌제조센터·품질보증실 신설  품질경영’ 나선다', '수소로 뛰어드는 대기업들 수소株 2차 랠리 시작하나', '자율주행·수소차 등 차세대 모빌리티 투자  6개월 40  수익률  이런 펀드 어때요  ', '한국  세계 100대 기업 신규진입  0 ', '기업들 조용한 새해맞이  종무·시무식 온라인 대체', ' 부음  강성우씨 外', ' 나홀로 청소년  8000명 자립 도와  삼성이 벼랑 끝서 손 내밀었죠 ', ' 독창적  삼성 비스포크  美·유럽서 68건 디자인권 확보', '은행권 ISA 성적 보니 KB·농협  돋보이네 ', '비대면 쇼핑 성장에 쿠팡 30계단 껑충', '내년 10대 그룹 영업이익  V자 반등   현대重·SK 190  증가 ']",69362
524,2020-12-15,73800,2020.12.14,"['3월 폭락장에 주식 쓸어담은 개미 현대차로 118  벌었다', ' 금융위기후 V자 반등  학습효과 개미들  공포장서 뚝심투자', '조정장에도  반도체 대형주 연일 신고가', '4대그룹 새판 짜기 돌입   미래 성장 동력 확보’ 최우선 과제  주요그룹 내년 사업전략 ', ' fn사설  기업 규제도 모자라 이젠 징벌 3법인가', '반도체 끌고  스마트폰·가전 밀고 삼성전자 올 영업익 37조 예상', 'K대표기업은 국가대표  승부사  위기를 뛰어넘다']",69785
525,2020-12-16,73800,2020.12.15,"['안승남 구리시장  구리시  AI 플랫폼 기반 강소도시 만들 것 ', '삼성전자우  LG화학 제치고 시총 3위   연말 특별배당 기대한 개미가 밀어줬다', '이재용  3년간 4만명 고용’ 마무리', ' 뉴 삼성’ 목표  스마트폰·반도체·가전 내년 글로벌 전략 짠다', '펀드런 확산 속 TDF는 순항중', '갤럭시S21 내달 14일 공개  마법의 S펜 이 비장의 무기', '49층 주거·상가  고덕 랜드마크  노린다', '미래 모빌리티 이끌 전문가 전면에 혁신 속도 내는  정의선號 ', '치열했던 시총 3위 경쟁 LG화학이 승자 되나', ' 내년 글로벌  5G 사이클  온다  RFHIC·케이엠더블유 등 수혜', '빔 프로젝터에 꽂힌 집콕족', ' 차량용 반도체 최강자  NXP  매력 높아진다']",70167
526,2020-12-17,73300,2020.12.16,"['2021 CES 혁신상  삼성·LG 68개  싹쓸이 ', '강일원  삼성준법위  실효성·지속성 합격점 ', 'EU  빅테크 불공정 행위땐 연매출 10  벌금', '강방천·박영옥·김정환의 조언  동학개미 3년내 팔 주식 사지마라 ', '게리 셔피로 CTA회장  코로나 이후의 혁신  스마트시티로 통한다 ', '코로나에 엇갈린 기상도 전자상거래  훈풍  여행·외식  한파 ', '삼성·LG전자  CES 2021’ 앞두고 혁신상  싹쓸이’', '삼성전자  N차 감염 따라 방역 강화   여행·연말모임 금지 ', '내년 S펜 달린  갤럭시S21 출시   AI 두뇌 엑시노스2100 탑재 예고', '삼성 준법감시위 긍정 평가  강일원  준법문화 향상 기여 ', '기술혁신 빛난 삼성전자·솔브레인  대통령상 ', '노태문 삼성전자 무선사업부장  다음달 새소식  갤럭시S21 출시 예고', ' 삼성전자 내년 영업이익 50조원 ', '세계 최초 3D낸드 개발  주역  최시영 삼성전자 사장  금탑훈장 ', ' 준법 경영 기틀 마련  합격점 받은 삼성 준법위', ' 어려울 때일수록 교육에 투자해야  KAIST에 줄잇는  통큰 기부 ', '삼성·LG  CES 혁신상 쓸어담아', ' 단독  bhc  캐나다 기관서 3000억 유치', ' 독점땐 기업분할  美 이어 EU도 빅테크에  칼  꺼냈다', 'MSCI지수서 中 국유기업 퇴출', '美 제재 갇힌 中 SMIC  반도체 구원투수  영입', ' IT·콘텐츠·게임株가 내년 증시 주도 ']",70465
527,2020-12-18,73000,2020.12.17,"['삼성전자  무풍에어컨 갤러리   빠르게 멀리 청정제습 무풍에어컨', '삼성전자  QLED 8K TV   인피니티 스크린으로 만나는 8K 압도적인 몰입감', '삼성전자  갤럭시노트20·노트20울트라   더 똑똑해진  S펜 으로 업무·학습 스마트하게', '삼성전자 의류관리기  에어드레서   상하의 각각 5벌 동시 관리 가능 롱패딩·롱코트도 넉넉하게  쏙 ', '삼성전자  그랑데 AI   AI가 빨래무게 재고 오염도 측정 세탁부터 건조까지  올인원 컨트롤 ', '삼성전자 무선청소기  제트   獨서 인정받은 미세먼지 차단 먼지통 비울때도 날림걱정 끝', '이재용·정의선·구광모 경영본색 70년대생 임원과 신사업 승부수', '플래티어  삼성 등 국내 1000개 기업에 맞춤형 디지털 플랫폼 구축', '10대그룹 CEO는 586  임원은 X세대 약진', ' 코로나 분자진단  원드롭 상장주관사 NH투자증권', '삼성·LG전자 등  CES 2021’ 막판 준비 박차', ' 단독  삼성전자  엔비디아 GPU 추가 수주', ' 단독  파운드리 대어 또 잡은 삼성  TSMC엔 없는 4나노로 승부 ', ' 봉사의 맛 이 가장 중독성 강하고 치명적이라고 ', ' 中企 신용평가 기준도 바꿔라  도 넘은 與', ' 혁신기업이 최고 안전자산 반도체·BBIG  순환랠리  올라타라 ', ' 데스크 칼럼  주가 3000 가냐고 묻는다면', '심장 뛰는 일 하고 싶나요  자원봉사 일단 시작하세요']",70707
528,2020-12-21,73000,2020.12.20,"['韓中日  차세대 배터리 각축전 4대그룹 총수들 직접 뛴다', ' 어게인 2018  내년 반도체 3차 슈퍼사이클 부푼 꿈', ' 전고체 배터리  누가 먼저 세계전쟁 시작', '가전시장도  휴식과 플렉스 가 대세', '시중자금 3000조 중 36 가 현금 저금리에 단타자금 역대 최고', '삼성·LG 등 줄줄이 불참   에어페어’ 반쪽 전락', '삼성 스마트폰AP 다음달 12일 공개', '카카오 등 감사위원 3명 모두 새로 뽑아야 기업들 주총  초비상 ', '증시  3대 편견  깨고 수익률 승자 된  2020 동학개미 ', '생존 키워드 된 ESG 실적 좋은  착한 기업 에 투자하세요', '개인 계좌 1년새 589만개 급증', '기업들  생산차질 막아라   3단계 격상  대비 高강도 자체 방역', ' 공포 에 사서 기다렸다  주식 필패론  깬 개미군단', '美 봉쇄 정면돌파 中  공급망 자립  승부 건다', '감사위원 분리선출 기업들  우왕좌왕 ', '김앤장  이재용 구속영장 기각 주도 광장  M amp;A·구조조정서 두각']",70925
529,2020-12-22,72300,2020.12.21,"[' 포토  삼성전자 세일 페스타', '게이머 홀린 韓TV 소니·MS 콘솔에  날개 ', ' 삼성의 고향  대구에 간 노태문 사장', 'IT공룡 잇단  반도체 독립 에 美증시 초긴장', '삼성 AI  은행 상담사 변신 산업벽 허무는 디지털 빅뱅', '뉴욕 韓商 샌드위치  렌위치  타임스스퀘어에 광고뜬 까닭', '檢 30일  이재용 국정농단  구형', ' 매경데스크  동학개미 원년을 떠나보내며', ' 투자프레임 4 0   1등주 사이클  내년 상반기에 온다', '삼성전자  내년 사상 첫  수출탑 1000억달러’ 신기록 세우나', '한화證  델타랩  연판매 1000억', '연말 폭락장도 막았다  코스피 살린  동학개미의 힘’', ' 기자수첩   명품 IT서비스   그냥 나오지 않는다', '노태문 삼성전자 사장  대구 스타트업과 상생할 것 ', '이건희 회장 재산 상속세만 최소 11조원', '삼성·LG 중저가 스마트폰  ODM 비중 확대한다', '삼성 애플  프리미엄 무선 이어폰 최고 가리자 ', ' 재택근무·원격수업族 잡아라  삼성 S펜 vs LG 초경량  노트북 맞짱 ', '중흥건설  평택 브레인시티 공급', ' 천자 칼럼  실리콘밸리보다 실리콘힐스', ' 시론  기업지배구조 순위의 허상']",71056
